government_entity,source_file,ingestion_date
لجنة الإفلاس,Government Entity.csv,2026-01-31
الهيئة السعودية للمواصفات والمقاييس والجودة,Government Entity.csv,2026-01-31
هيئة تنمية الصادرات السعودية,Government Entity.csv,2026-01-31
الهيئة العامة للمنشآت الصغيرة والمتوسطة,Government Entity.csv,2026-01-31
المركز الوطني للتنافسية,Government Entity.csv,2026-01-31
الهيئة العامة للتجارة الخارجية,Government Entity.csv,2026-01-31
المركز السعودي للاعمال الاقتصادية,Government Entity.csv,2026-01-31
الهيئة السعودية للمهندسين,Government Entity.csv,2026-01-31
الهيئة السعودية للمقَيّمين المعتمدين (تقييم),Government Entity.csv,2026-01-31
المركز السعودي للاعتماد,Government Entity.csv,2026-01-31
الزراعة,Government Entity.csv,2026-01-31
المؤسسة العامة للري,Government Entity.csv,2026-01-31
الهيئة العامة للأمن الغذائي,Government Entity.csv,2026-01-31
وزارة العدل,Government Entity.csv,2026-01-31
وزارة العدل - الديوان العام,Government Entity.csv,2026-01-31
فرع الوزارة بمنطقة الرياض,Government Entity.csv,2026-01-31
تنظيم صندوق النفقة,Government Entity.csv,2026-01-31
التكاليف القضائية,Government Entity.csv,2026-01-31
الديوان العام,Government Entity.csv,2026-01-31
الهيئة السعودية للمحاميين,Government Entity.csv,2026-01-31
الرئاسة العامة للبحوث العلمية والإفتاء,Government Entity.csv,2026-01-31
الرئاسة العامة لهيئات الأمر بالمعروف والنهي عن المنكر,Government Entity.csv,2026-01-31
فرع الرياض,Government Entity.csv,2026-01-31
فرع الشرقية,Government Entity.csv,2026-01-31
فرع الحدود الشمالية,Government Entity.csv,2026-01-31
فرع الجوف,Government Entity.csv,2026-01-31
فرع تبوك,Government Entity.csv,2026-01-31
فرع حائل,Government Entity.csv,2026-01-31
فرع القصيم,Government Entity.csv,2026-01-31
فرع نجران,Government Entity.csv,2026-01-31
فرع عسير,Government Entity.csv,2026-01-31
فرع الباحة,Government Entity.csv,2026-01-31
فرع مكة المكرمة,Government Entity.csv,2026-01-31
فرع المدينة المنورة,Government Entity.csv,2026-01-31
الهيئة العامة للعناية بشؤون المسجد الحرام والمسجد النبوي,Government Entity.csv,2026-01-31
وزارة المالية - الديوان العام,Government Entity.csv,2026-01-31
برنامج الأنظمة المالية الوطنية,Government Entity.csv,2026-01-31
مركز الاستحقاق المحاسبي,Government Entity.csv,2026-01-31
مصلحة الجمارك العامة,Government Entity.csv,2026-01-31
هيئة الزكاة والضريبة والجمارك,Government Entity.csv,2026-01-31
صندوق التنمية الصناعية,Government Entity.csv,2026-01-31
الصندوق السعودي للتنمية,Government Entity.csv,2026-01-31
ﻫﻴﺌﺔ ﻛﻔﺎﺀﺓ ﺍﻹﻧﻔﺎﻕ ﻭﺍﻟﻤﺸﺮﻭﻋﺎﺕ ﺍﻟﺤﻜﻮﻣﻴﺔ,Government Entity.csv,2026-01-31
صندوق التنمية السياحي,Government Entity.csv,2026-01-31
مركز تنمية الإيرادات غير النفطية,Government Entity.csv,2026-01-31
برنامج الخدمات المشتركة,Government Entity.csv,2026-01-31
الهيئة السعودية للحياة الفطرية,Government Entity.csv,2026-01-31
وزارة الشـؤون الاسلامية والدعوة والارشاد,Government Entity.csv,2026-01-31
وزارة الحج والعمرة,Government Entity.csv,2026-01-31
مكتب برنامج خدمة ضيوف الرحمن,Government Entity.csv,2026-01-31
البرامج والمرافق الحكومية,Government Entity.csv,2026-01-31
تطوير ومستلزمات مطابع الحكومة (النفقات التشغيلية),Government Entity.csv,2026-01-31
مساهمات في المنظمات الدولية,Government Entity.csv,2026-01-31
الرواتب الذاتية والقواعد العامة,Government Entity.csv,2026-01-31
حصة الحكومة فى معاشات التقاعد والتامينات الاجتماعية,Government Entity.csv,2026-01-31
مصروفات الطوارىء,Government Entity.csv,2026-01-31
اعانة الاعلاف,Government Entity.csv,2026-01-31
اعانة شراء القمح والشعير,Government Entity.csv,2026-01-31
اعانة المدارس الاهلية,Government Entity.csv,2026-01-31
نادي سباقات الخيل,Government Entity.csv,2026-01-31
إعانة اللجنة الوطنية لمتابعة مبادرة خادم الحرمين الشريفين الملك عبدالله بن عبدالعزيز للحوار بين أتباع الأديان والثقافات,Government Entity.csv,2026-01-31
إعانة مركز الملك عبدالله بن عبدالعزيز العالمي للحوار بين أتباع الأديان والثقافات,Government Entity.csv,2026-01-31
إعانة مركز الملك سلمان للإغاثة والأعمال الإنسانية,Government Entity.csv,2026-01-31
إعانة أمانة اللجنة المالية,Government Entity.csv,2026-01-31
مخصص حساب التوازن,Government Entity.csv,2026-01-31
اعانة نادي الصقور السعودي,Government Entity.csv,2026-01-31
إعانة مجمع الملك عبدالعزيز للمكتبات الوقفية,Government Entity.csv,2026-01-31
إعانة نادي الإبل,Government Entity.csv,2026-01-31
شراء اراضى للاستخدام الحكومى,Government Entity.csv,2026-01-31
تسديد اقساط وعوائد سندات التنمية,Government Entity.csv,2026-01-31
وزارة الاستثمار,Government Entity.csv,2026-01-31
وزارة السياحة,Government Entity.csv,2026-01-31
البرنامج الوطني للربط الجوي,Government Entity.csv,2026-01-31
الهيئة السعودية للسياحة,Government Entity.csv,2026-01-31
الهيئة السعودية للبحر الأحمر,Government Entity.csv,2026-01-31
المؤسسة العامة للتقاعد,Government Entity.csv,2026-01-31
الهيئة العامة للأرصاد وحماية البيئة,Government Entity.csv,2026-01-31
وزارة البيئة والمياه والزراعة,Government Entity.csv,2026-01-31
المركز الوطني لابحاث وتطوير الزراعة المستدامة,Government Entity.csv,2026-01-31
المركز الوطني للنخيل و التمور,Government Entity.csv,2026-01-31
البرنامج الوطني لتطوير قطاع الثروة الحيوانية والسم,Government Entity.csv,2026-01-31
ديوان الوزارة,Government Entity.csv,2026-01-31
الهيئة السعودية للمياه,Government Entity.csv,2026-01-31
مركز التدريب بالجبيل,Government Entity.csv,2026-01-31
معهد الأبحاث وتقنيات التحلية,Government Entity.csv,2026-01-31
مركز الملك عبدالعزيز للخيل العربية الأصيلة,Government Entity.csv,2026-01-31
المركز الوطني للنخيل والتمور,Government Entity.csv,2026-01-31
صندوق البيئة,Government Entity.csv,2026-01-31
المركز الوطني للأرصاد,Government Entity.csv,2026-01-31
المركز الوطني لتنمية الغطاء النباتي ومكافحة التصحر,Government Entity.csv,2026-01-31
المركز الوطني للرقابة على الالتزام البيئي,Government Entity.csv,2026-01-31
المركز الوطني لتنمية الحياة الفطرية,Government Entity.csv,2026-01-31
المركز الوطني لإدارة النفايات,Government Entity.csv,2026-01-31
المركز الوطني لكفاءه وترشيد المياه,Government Entity.csv,2026-01-31
المركز الوطني للوقاية من الآفات والامراض الحيوانية ومكافحتها,Government Entity.csv,2026-01-31
المؤسسة العامة للمحافظة على الشعب المرجانية والسلاحف في البحر الأحمر,Government Entity.csv,2026-01-31
الهيئة العامة للغذاء والدواء,Government Entity.csv,2026-01-31
العمل,Government Entity.csv,2026-01-31
المؤسسة العامة للتدريب التقني والمهني,Government Entity.csv,2026-01-31
وزارة الموارد البشرية والتنمية الاجتماعية,Government Entity.csv,2026-01-31
مجلس شؤون الأسره,Government Entity.csv,2026-01-31
المركز الوطني للدراسات والبحوث الاجتماعية,Government Entity.csv,2026-01-31
هيئة رعاية الاشخاص ذوي الاعاقة,Government Entity.csv,2026-01-31
المركز الوطني لتنمية القطاع غير الربحي,Government Entity.csv,2026-01-31
صندوق دعم الجمعيات,Government Entity.csv,2026-01-31
مجلس شؤون الأسرة,Government Entity.csv,2026-01-31
هيئة حقوق الانسان,Government Entity.csv,2026-01-31
وزارة الاسكان,Government Entity.csv,2026-01-31
الأمانة العامة للجنة البيع او التأجيرعلى الخارطة,Government Entity.csv,2026-01-31
مدينة الملك عبدالله للطاقة الذرية والمتجددة,Government Entity.csv,2026-01-31
حقوق الموظفين,Government Entity.csv,2026-01-31
المجلس الأعلى للقضاء,Government Entity.csv,2026-01-31
دارة الملك عبدالعزيز,Government Entity.csv,2026-01-31
هيئة الرقابة ومكافحة الفساد,Government Entity.csv,2026-01-31
هيئة الهلال الأحمر السعودي,Government Entity.csv,2026-01-31
فرع الهيئة بمنطقة الرياض,Government Entity.csv,2026-01-31
فرع الهيئة بمنطة مكة المكرمة,Government Entity.csv,2026-01-31
فرع الهيئة بالمنطقة الشرقية,Government Entity.csv,2026-01-31
فرع الهيئة بمنطقة القصيم,Government Entity.csv,2026-01-31
فرع الهيئة بمنطقة حائل,Government Entity.csv,2026-01-31
فرع الهيئة بمنطقة الحدود الشمالية,Government Entity.csv,2026-01-31
فرع الهيئة بمنطقة الجوف,Government Entity.csv,2026-01-31
فرع الهيئة بمنطقة تبوك,Government Entity.csv,2026-01-31
فرع الهيئة بمنطقة عسير,Government Entity.csv,2026-01-31
فرع الهيئة بمنطقة الباحة,Government Entity.csv,2026-01-31
فرع الهيئة بمنطقة جازان,Government Entity.csv,2026-01-31
فرع الهيئة بمنطقة نجران,Government Entity.csv,2026-01-31
فرع الهيئة بمنطقة المدينة المنورة,Government Entity.csv,2026-01-31
الإدارة العامة للنقل والخدمات المساندة,Government Entity.csv,2026-01-31
الإدارة عامة للمشاريع والصيانة,Government Entity.csv,2026-01-31
الإدارة العامة للإتصالات وتقنية المعلومات,Government Entity.csv,2026-01-31
الإدارة العامة للتدريب المركز الرئيسي,Government Entity.csv,2026-01-31
وحدة التحول الوطني,Government Entity.csv,2026-01-31
الهيئة العامة للطيران المدني,Government Entity.csv,2026-01-31
صندوق التنمية العقارية,Government Entity.csv,2026-01-31
الهيئة العامة للولاية على أموال القاصرين ومن في حكمهم,Government Entity.csv,2026-01-31
هيئة تقويم التعليم,Government Entity.csv,2026-01-31
المجلس الصحي السعودي والمراكز التابعة له,Government Entity.csv,2026-01-31
المركز السعودي لزراعة الأعضاء.,Government Entity.csv,2026-01-31
المركز السعودي لاعتماد المنشآت الصحية,Government Entity.csv,2026-01-31
المركز السعودي لسلامة المرضى.,Government Entity.csv,2026-01-31
مجلس الضمان الصحي التعاوني,Government Entity.csv,2026-01-31
بنك التنمية الاجتماعية,Government Entity.csv,2026-01-31
الهيئة العامة للترفيه,Government Entity.csv,2026-01-31
الهيئة العامة للعقار,Government Entity.csv,2026-01-31
الامانة العامة للجنة البيع او التأجير على الخارطة,Government Entity.csv,2026-01-31
الهيئة العامة للثقافة,Government Entity.csv,2026-01-31
الهيئة السعودية لتنظيم الكهرباء,Government Entity.csv,2026-01-31
الديوان العام لرئاسة أمن الدولة,Government Entity.csv,2026-01-31
مركز المعلومات الوطني,Government Entity.csv,2026-01-31
القيادة العامة لطيران الأمن,Government Entity.csv,2026-01-31
إدارة الشؤون الفنية,Government Entity.csv,2026-01-31
وكالة رئاسة أمن الدولة للمشاريع الهندسية,Government Entity.csv,2026-01-31
وكالة رئاسة أمن الدولة للخدمات المساندة,Government Entity.csv,2026-01-31
الإدارة العامة للاتصالات وتقنية المعلومات,Government Entity.csv,2026-01-31
المركز الوطني لأمن المسافرين,Government Entity.csv,2026-01-31
الادارة العامة للعلاقات والعامة والإعلام,Government Entity.csv,2026-01-31
كلية نايف للأمن الوطني,Government Entity.csv,2026-01-31
الإدارة العامة للخدمات الطبية برئاسة أمن الدولة,Government Entity.csv,2026-01-31
برنامج تطوير رئاسة أمن الدولة,Government Entity.csv,2026-01-31
المباحث العامة (الجهاز الرئيسي),Government Entity.csv,2026-01-31
المباحث الإدارية,Government Entity.csv,2026-01-31
قوات الطوارىء الخاصة,Government Entity.csv,2026-01-31
الهيئة الوطنية للأمن السيبراني,Government Entity.csv,2026-01-31
الهيئة الملكية لمحافظة العلا,Government Entity.csv,2026-01-31
مخصص صرف المستحقات,Government Entity.csv,2026-01-31
النيابة العامة,Government Entity.csv,2026-01-31
وزارة الثقافة,Government Entity.csv,2026-01-31
مشروع جدة التاريخية,Government Entity.csv,2026-01-31
مجمع الملك سلمان العالمي للغة العربية,Government Entity.csv,2026-01-31
مركز الملك عبدالله بن عبدالعزيز للتخطيط والسياسات,Government Entity.csv,2026-01-31
المعهد الملكي للفنون التقليدية,Government Entity.csv,2026-01-31
مركز الملك عبدالله للتخطيط والسياسات اللغوية,Government Entity.csv,2026-01-31
صندوق التنمية العقارية*,Government Entity.csv,2026-01-31
صندوق تنمية الموارد البشرية هدف,Government Entity.csv,2026-01-31
مدينة الملك عبدالعزيز للعلوم والتقنية - وحدة الانترنت,Government Entity.csv,2026-01-31
حساب استحقاقات الموردين مشاريع,Government Entity.csv,2026-01-31
الهيئة الملكية للجبيل وينبع*,Government Entity.csv,2026-01-31
الجمعية الخيرية للرعاية الصحية الاولية,Government Entity.csv,2026-01-31
المجلس الثقافي البريطاني,Government Entity.csv,2026-01-31
اتحاد الغرف السعودية,Government Entity.csv,2026-01-31
جمعية حماية المستهلك*,Government Entity.csv,2026-01-31
المعهد السعودي التقني للخطوط الحديدية,Government Entity.csv,2026-01-31
الهيئة السعودية للمقيمين المعتمدين تقييم,Government Entity.csv,2026-01-31
مركز الملك فيصل للبحوث والدراسات الاسلامية ودار الفيصل الثقافية*,Government Entity.csv,2026-01-31
الهيئة السعودية للمياة الحساب العام,Government Entity.csv,2026-01-31
جامعة أم القرى*,Government Entity.csv,2026-01-31
جامعة ام القرى - مركز خدمة المجتمع,Government Entity.csv,2026-01-31
صندوق تنمية الموارد البشرية,Government Entity.csv,2026-01-31
جمعية العون الخيرية,Government Entity.csv,2026-01-31
الاتحاد السعودي للانقاذ والسلامة المائية,Government Entity.csv,2026-01-31
الاتحاد السعودي للجولف,Government Entity.csv,2026-01-31
الإتحاد السعودي للتنس,Government Entity.csv,2026-01-31
الاتحاد السعودي للرياضات البحرية,Government Entity.csv,2026-01-31
الاتحاد السعودي لكرة السلة,Government Entity.csv,2026-01-31
الإتحاد السعودي للفروسية,Government Entity.csv,2026-01-31
اللجنة البارالمبية السعودية,Government Entity.csv,2026-01-31
الاتحاد السعودي للرماية,Government Entity.csv,2026-01-31
الاتحاد السعودي للسيارات والدراجات,Government Entity.csv,2026-01-31
الاتحاد السعودي للملاحة الشراعية,Government Entity.csv,2026-01-31
الاتحاد السعودي للملاكمة التايلندية,Government Entity.csv,2026-01-31
الاتحاد السعودي لالعاب القوى,Government Entity.csv,2026-01-31
الاتحاد السعودي للرياضة للجميع*,Government Entity.csv,2026-01-31
الاتحاد السعودي للدراجات,Government Entity.csv,2026-01-31
اللجنة الاولمبية العربية السعودية**,Government Entity.csv,2026-01-31
اللجنة الأولمبية والبارالمبية سعودي,Government Entity.csv,2026-01-31
الهيئة العامة للموانئ الايرادات,Government Entity.csv,2026-01-31
المركز الوطني للتخصيص,Government Entity.csv,2026-01-31
الاكاديمية السعودية اللوجستية,Government Entity.csv,2026-01-31
الشركة السعودية لشراكات المياه شركة شخص واحد السعودية لشراكات المياه شركة شخص واحد,Government Entity.csv,2026-01-31
شركة تطوير التعليم القابضة,Government Entity.csv,2026-01-31
شركة تكامل لخدمات الأعمال شركة مساهمة مقفلة,Government Entity.csv,2026-01-31
شركة تمكين للتقنيات شركة مساهمة غير مدرجة,Government Entity.csv,2026-01-31
شركة سواعد لخدمات الأعمال,Government Entity.csv,2026-01-31
الشركة السعودية الكورية للمعلوماتية الصحية,Government Entity.csv,2026-01-31
الجمعية السعودية للمحافظة على التراث*,Government Entity.csv,2026-01-31
الجامعة السعودية الالكترونية معهد البحوث والدراسات*,Government Entity.csv,2026-01-31
الغرفة التجارية الصناعية بالمدينة المنورة,Government Entity.csv,2026-01-31
شركة الإعلام المتكاملة التجارية شركة شخص واحد,Government Entity.csv,2026-01-31
شركة تكامل لحلول الاعمال شركة شخص واحد,Government Entity.csv,2026-01-31
شركة تجمع مطارات الثاني شركة شخص واحد,Government Entity.csv,2026-01-31
نادي الموظفين الاجتماعي مستشفى الحرس الوطني,Government Entity.csv,2026-01-31
نادي الطيران السعودي,Government Entity.csv,2026-01-31
جامعة نايف العربية للعلوم الامنية*,Government Entity.csv,2026-01-31
معهد الادارة العامة مركز الاعمال,Government Entity.csv,2026-01-31
جامعة الأمير سلطان عمادة شئون الطلاب وخدمة المجتمع,Government Entity.csv,2026-01-31
مدينة الملك عبدالعزيز للعلوم والتقنيه***,Government Entity.csv,2026-01-31
الهيئة السعودية للمقاولين,Government Entity.csv,2026-01-31
معهد الملك عبدالله للبحوث والدراسات الاستشارية*,Government Entity.csv,2026-01-31
وزارة الحرس الوطني جامعة الملك سعود للعلوم,Government Entity.csv,2026-01-31
مؤسسة عبدالمنعم الراشد الإنسانية,Government Entity.csv,2026-01-31
جمعية سلاسل الإمداد والمشتريات,Government Entity.csv,2026-01-31
الجامعة السعودية الالكترونية البرامج المدفوعة,Government Entity.csv,2026-01-31
الجامعة السعودية الالكترونية الدراسات والاستشارات,Government Entity.csv,2026-01-31
الهيئة السعودية للمقيمين المعتمدين,Government Entity.csv,2026-01-31
الجمعية الفيصلية الخيرية النسوية بجدة,Government Entity.csv,2026-01-31
جمعية احسان للاسكان بتبوك,Government Entity.csv,2026-01-31
مدينة سلطان بن عبدالعزيز للخدمات الانسانية,Government Entity.csv,2026-01-31
الهيئة العامة للمنافسة,Government Entity.csv,2026-01-31
جامعة دار الحكمة,Government Entity.csv,2026-01-31
جمعية المودة للتنمية الأسرية,Government Entity.csv,2026-01-31
الموارد الذاتية جامعة طيبة,Government Entity.csv,2026-01-31
المعهد السعودي التقني لخدمات الكهرب,Government Entity.csv,2026-01-31
جامعة تبوك*026018000,Government Entity.csv,2026-01-31
مركز برنامج جودة الحياة,Government Entity.csv,2026-01-31
جامعة الامام عبدالرحمن بن فيصل  الدراسات الاستشارية,Government Entity.csv,2026-01-31
اكادمية الإعلام السعودية,Government Entity.csv,2026-01-31
أكاديمية واس للتدريب,Government Entity.csv,2026-01-31
هيئة تطوير منطقة حائل,Government Entity.csv,2026-01-31
سلفة ادارة مركز التدريب,Government Entity.csv,2026-01-31
المؤسسة العامة لتحلية المياه,Government Entity.csv,2026-01-31
معهد الدراسات و الخدمات الاستشارية بجامعة حفر الباطن,Government Entity.csv,2026-01-31
جامعة الملك عبدالله للعلوم والتقنية,Government Entity.csv,2026-01-31
المعهد الوطني للتدريب الصناعي,Government Entity.csv,2026-01-31
معهد خادم الحرمين الشريفين لابحاث الحج والعمرة,Government Entity.csv,2026-01-31
الغرفة التجارية الصناعية بالأحساء,Government Entity.csv,2026-01-31
هيئة تطوير منطقة مكة المكرمة,Government Entity.csv,2026-01-31
مكتب إدارة مشاريع محافظة جدة,Government Entity.csv,2026-01-31
جامعة الامام عبدالرحمن بن فيصل*,Government Entity.csv,2026-01-31
جامعة الامام عبدالرحمن بن فيصل**,Government Entity.csv,2026-01-31
جامعة الامام عبدالرحمن بن فيصل,Government Entity.csv,2026-01-31
جمعية مكافحة الاحتيال بالدمام,Government Entity.csv,2026-01-31
الهيئة السعودية للمدن الصناعية ومناطق التقنية (مدن),Government Entity.csv,2026-01-31
هيئة تطوير منطقة المدينة المنورة,Government Entity.csv,2026-01-31
المؤسسة العامة لتحلية المياه - مركز التدريب,Government Entity.csv,2026-01-31
مركز التواصل والاستشراف المعرفي,Government Entity.csv,2026-01-31
الهيئة الملكية لمدينة الرياض,Government Entity.csv,2026-01-31
الهيئة السعودية للمراجعين,Government Entity.csv,2026-01-31
هيئة تطوير المنطقة الشرقية,Government Entity.csv,2026-01-31
وزارة الحرس الوطني الشئون الصحية الايرادات الموحد,Government Entity.csv,2026-01-31
هيئة تطوير منطقة عسير,Government Entity.csv,2026-01-31
المركز السعودي لكفاءة الطاقة,Government Entity.csv,2026-01-31
الهيئة العامة للإحصاء إبداع إيرادات الهيئة والصرف منه على المبادرات والمشاريع,Government Entity.csv,2026-01-31
وزارة الدفاع مركز الامير سلطان للدراسات والبحوث الدفاعية,Government Entity.csv,2026-01-31
الديوان الملكي - مركز دعم إتخاذ القرار,Government Entity.csv,2026-01-31
هيئة الخبراء بمجلس الوزراء مركز الدراسات والبحوث القانونية*,Government Entity.csv,2026-01-31
المؤسسة العامه للصناعات العسكرية / المبيعات الحكومية,Government Entity.csv,2026-01-31
وزارة الإعلام تشغيل مركز التواصل الحكومي,Government Entity.csv,2026-01-31
المؤسسة العامة للصناعات العسكرية مشروع عقد منظومات,Government Entity.csv,2026-01-31
المركز الوطني للأرصاد سداد,Government Entity.csv,2026-01-31
الهيئة العامة للاحصاء سداد,Government Entity.csv,2026-01-31
هيئة الرقابة النووية والاشعاعية سداد,Government Entity.csv,2026-01-31
المركز السعودي للأعمال الأقتصادية  سداد,Government Entity.csv,2026-01-31
وزارة الاعلام  سداد,Government Entity.csv,2026-01-31
المركز السعودي للاعتماد سداد,Government Entity.csv,2026-01-31
الهيئة العامة للعقار سداد,Government Entity.csv,2026-01-31
المركز الوطني للتقويم والاعتماد الاكاديمي - سداد,Government Entity.csv,2026-01-31
الجامعة السعودية الالكترونية رواتب الموظفين,Government Entity.csv,2026-01-31
صندوق التنمية الثقافي*,Government Entity.csv,2026-01-31
مدينة الملك عبدالعزيز للعلوم والتقنية تمويل وحدة خدمة الانترنت,Government Entity.csv,2026-01-31
جمعية هدية عالم,Government Entity.csv,2026-01-31
مدينة الملك عبد العزيز للعلوم والتقنية,Government Entity.csv,2026-01-31
جمعية الوداد الخيرية,Government Entity.csv,2026-01-31
فرع خدمة المجتمع والتدريب المستمر بالدمام,Government Entity.csv,2026-01-31
جمعية الصناعات الدوائية,Government Entity.csv,2026-01-31
الغرفة التجارية الصناعية بجدة,Government Entity.csv,2026-01-31
جمعية تمجيد,Government Entity.csv,2026-01-31
الهيئة العامة للصناعات العسكرية,Government Entity.csv,2026-01-31
فرع خدمة المجتمع والتعليم المستمر بعسير,Government Entity.csv,2026-01-31
مستشفى الملك فيصل التخصصي ومركز الابحاث - مؤسسة عامه,Government Entity.csv,2026-01-31
حساب ايرادات ميناء جدة الاسلامي,Government Entity.csv,2026-01-31
جمعية نشاط للرياضة المجتمعية,Government Entity.csv,2026-01-31
جامعة حائل الايرادات الذاتية وخدمة المجتمع,Government Entity.csv,2026-01-31
جمعية سفانة الخيرية للخدمات الصحية بحائل,Government Entity.csv,2026-01-31
جمعية العمل التطوعي وخدمة المجتمع,Government Entity.csv,2026-01-31
هيئة المساحة الجولوجية السعودية**,Government Entity.csv,2026-01-31
فرع خدمة المجتمع والتدريب المستمر بجازان,Government Entity.csv,2026-01-31
هيئة الرقابة النووية والإشعاعية,Government Entity.csv,2026-01-31
الجمعية التعاونية للاعمال البحرية بجدة,Government Entity.csv,2026-01-31
جمعية البر الخيرية بالرس تبرعات اشتراكات,Government Entity.csv,2026-01-31
الهيئة الملكية بينبع معهد ينبع التقني,Government Entity.csv,2026-01-31
الهيئة السعودية للملكية الفكرية,Government Entity.csv,2026-01-31
معهد البحوث والاستشارات,Government Entity.csv,2026-01-31
كلية الدراسات التطبيقية وخدمة المجتمع بجامعة الملك سعود,Government Entity.csv,2026-01-31
جمعية البر الخيرية بالرياض,Government Entity.csv,2026-01-31
خدمة المجتمع والتدريب المستمر بعرعر,Government Entity.csv,2026-01-31
جمعية لياقة الرياضية,Government Entity.csv,2026-01-31
جمعية البر الخيرية بجده,Government Entity.csv,2026-01-31
جامعة الملك عبدالعزيز مركز المبدعون للدراسات,Government Entity.csv,2026-01-31
جامعة المجمعة  الخدمات الاستشارية,Government Entity.csv,2026-01-31
معهد الملك سلمان للدراسات والخدمات الاستشارية,Government Entity.csv,2026-01-31
الهيئة العامة لعقارات الدولة,Government Entity.csv,2026-01-31
سليسلة الجمعية التعاونية الحرفية بمنطقة مكة المكرمة تحت التأسيس,Government Entity.csv,2026-01-31
جمعية الدعوة و الارشاد و توعية الجاليات بالهدار,Government Entity.csv,2026-01-31
الجمعية الخيرية لمكافحة التدخين*,Government Entity.csv,2026-01-31
جامعة شقراء الدراسات والخدمات الاستشارية,Government Entity.csv,2026-01-31
جمعية مراكز الأحياء بمنطقة المدينة المنورة,Government Entity.csv,2026-01-31
جامعة الفيصل,Government Entity.csv,2026-01-31
فرع خدمة المجتمع والتدريب المستمر بالجوف,Government Entity.csv,2026-01-31
الجمعية التعاونية الانتاج والتسويق الزراعي ببني كبير,Government Entity.csv,2026-01-31
هيئة المحتوى المحلي والمشتريات الحكومية,Government Entity.csv,2026-01-31
جمعية المركز الخيري لتعليم القرآن الكريم وعلومه,Government Entity.csv,2026-01-31
جمعيه الرياضه النسائيه بالمدينه المنوره,Government Entity.csv,2026-01-31
جمعية تمكين القيادات للتدريب والتأهيل لسوق العمل,Government Entity.csv,2026-01-31
هيئة حي السفارات,Government Entity.csv,2026-01-31
معهد البحوث والدراسات جامعة الجوف,Government Entity.csv,2026-01-31
الجمعية الخيرية لتحفيظ القران بالوجه,Government Entity.csv,2026-01-31
جمعية المهندسين الزراعيين,Government Entity.csv,2026-01-31
جمعية البر الخيرية في رياض الخبراء,Government Entity.csv,2026-01-31
جمعية التنمية الاسرية بمنطقة الباحة,Government Entity.csv,2026-01-31
الجمعية الخيريه لتحفيظ القران الكريم بمحافظة بتيماء,Government Entity.csv,2026-01-31
هيئة تطوير بوابة الدرعية,Government Entity.csv,2026-01-31
الهيئة الملكية لمدينة مكة المكرمة والمشاعر المقدسة,Government Entity.csv,2026-01-31
الاكاديمية المالية,Government Entity.csv,2026-01-31
جمعية نبع لخدمات المياه بالمنطقة الشرقية,Government Entity.csv,2026-01-31
جمعية الدعوة و الارشاد و توعية الجاليات بالبطين,Government Entity.csv,2026-01-31
الغرفة التجارية الصناعية بالقصيم,Government Entity.csv,2026-01-31
جمعية المرأة والطاقة,Government Entity.csv,2026-01-31
جمعية البر الخيرية بساجر الصدقات,Government Entity.csv,2026-01-31
مركز الإقامة المميزة,Government Entity.csv,2026-01-31
جمعية الطهي,Government Entity.csv,2026-01-31
جمعية المسرح والفنون الادائية,Government Entity.csv,2026-01-31
الجمعية العربية السعودية للثقافة والفنون,Government Entity.csv,2026-01-31
هيئة تنظيم الكهرباء والانتاج المزدوج,Government Entity.csv,2026-01-31
الاتحاد السعودي لكرة القدم*,Government Entity.csv,2026-01-31
مؤسسة البريد السعودي*120150076000210,Government Entity.csv,2026-01-31
وزارة الصحة ايرادات الضمان الصحي والعلاج بااجر,Government Entity.csv,2026-01-31
الهيئة السعودية للتخصصات الصحية,Government Entity.csv,2026-01-31
جامعة ام القرى المعهد العالي للامر بالمعروف والنهي عن المنكر,Government Entity.csv,2026-01-31
جمعية ريادة لبناء وتطوير القدرات الشبابية,Government Entity.csv,2026-01-31
جمعية عطاء المكية للأشخاص ذوي الإعاقة,Government Entity.csv,2026-01-31
وزارة الثقافة والأعلام هيئة الإذاعة والتلفزيون الإيرادات,Government Entity.csv,2026-01-31
الجمعية السعودية لطب اطفال حديثي الولادة,Government Entity.csv,2026-01-31
المؤسسة الخيرية لرعاية الايتام إخاء,Government Entity.csv,2026-01-31
المعهد العالي للصناعات البلاستيكية,Government Entity.csv,2026-01-31
مركز خدمة المجتمع بالكلية التقنية بنجران,Government Entity.csv,2026-01-31
رابطة الدوري السعودي للمحترفين سداد مستحقات الاندية اعضاء الرابطة والتزاماتها,Government Entity.csv,2026-01-31
المؤسسة العامة للتأمينات الاجتماعية*,Government Entity.csv,2026-01-31
جمعية التنمية الأسرية بخميس مشيط,Government Entity.csv,2026-01-31
وكالة الفضاء السعودية,Government Entity.csv,2026-01-31
المركز السعودي لاعتماد المنشات الصحية,Government Entity.csv,2026-01-31
أكاديمية اثنان وثلاثون,Government Entity.csv,2026-01-31
جمعية الاحسان للخدمات الاجتماعية,Government Entity.csv,2026-01-31
الايرادات مدينة الامير سلطان الطبية العسكريه بالرياض,Government Entity.csv,2026-01-31
برنامج مستشفى قوى الأمن,Government Entity.csv,2026-01-31
الاتحاد السعودي للرياضة للجميع مناولة البنك الأهلي التجاري,Government Entity.csv,2026-01-31
