الرابط,اسم المنافسة,رقم المنافسة,الرقم المرجعي,الغرض من المنافسة,قيمة وثائق المنافسة,حالة المنافسة,مدة العقد,هل التأمين من متطلبات المنافسة,نوع المنافسة,الجهة الحكوميه,الوقت المتبقى,طريقة تقديم العروض,مطلوب ضمان الإبتدائي,الضمان النهائي,آخر موعد لإستلام الإستفسارات,آخر موعد لتقديم العروض,تاريخ فتح العروض,تاريخ فحص العروض,فترة التوقف,التاريخ المتوقع للترسية,تاريخ بدء الأعمال / الخدمات,بداية إرسال الأسئلة و الاستفسارات,اقصى مدة للاجابة على الاستفسارات,مكان فتح العرض,مجال التصنيف,مكان التنفيذ,التفاصيل,نشاط المنافسة,تشمل المنافسة على بنود توريد,أعمال الصيانة والتشغيل,عنوان الضمان الإبتدائى,أعمال  الإنشاء,الحزمة,نوع الاتفاقية,مدة الاتفاقية,عدد ايام استلام الاستفسارات,عدد أيام استلام العرض,قائمة الموردين المتقدمين,قائمة الموردين المرسى عليهم  -  ( ترسية كاملة ),الدول
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Kw4iOqSde7BJlwCw7BRKpA==,توريد وتركيب اثاث لقسم الاسكان بمركز التشغيل والصيانة بميناء راس الغار العسكري,47/26,260139003228,توريد وتركيب اثاث لقسم الاسكان...عرض المزيد...توريد وتركيب اثاث لقسم الاسكان بمركز التشغيل والصيانة بميناء راس الغار العسكري,200.00,معتمدة,45 يوم,لا,شراء مباشر,القوات البحرية,"52
                           دقائق:4
                           ساعة:1
                           يوم",ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,25/01/202606/08/1447,26/01/202607/08/144712:00 PM,لا يوجد,26/01/202607/08/144701:00 PM,,12/02/202624/08/1447,15/02/202627/08/1447,22/01/202603/08/1447,10,لا يوجد,غير مطلوب,داخل المملكةالمنطقة الشرقيةالجبيل,,التشغيل والصيانة والنظافة للمنشآت - التشغيل والصيانة,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=%20%20P75yFku2edgyyyjsD0AQ==,توريد وتركيب قطع غيار مضخات بميناء راس الغار العسكري,47/27,260139003232,توريد وتركيب قطع غيار مضخات بم...عرض المزيد...توريد وتركيب قطع غيار مضخات بميناء راس الغار العسكري,600.00,معتمدة,90 يوم,لا,منافسة عامة,القوات البحرية,"50
                           دقائق:2
                           ساعة:3
                           يوم",ملفين منفصلين ( فني ومالي),لا يوجد ضمان,5.00,22/01/202603/08/1447,28/01/202609/08/144709:59 AM,28/01/202609/08/144710:00 AM,لا يوجد,5,15/02/202627/08/1447,17/02/202629/08/1447,13/01/202624/07/1447,10,ميناء راس الغار العسكري,غير مطلوب,داخل المملكةالمنطقة الشرقيةالجبيل,,التشغيل والصيانة والنظافة للمنشآت - التشغيل والصيانة,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=JkKA5ppUowYhaXemQLXOiQ==,مشروع صيانة الطرق داخل بلدية قرية ابن شريم (مرحلة أولى),3/2026,260139003296,مشروع صيانة الطرق داخل بلدية ق...عرض المزيد...مشروع صيانة الطرق داخل بلدية قرية ابن شريم (مرحلة أولى),1000.00,معتمدة,9 شهر,لا,منافسة عامة,أمانة منطقة الحدود الشمالية,"50
                           دقائق:2
                           ساعة:3
                           يوم",ملفين منفصلين ( فني ومالي),لا يوجد ضمان,5.00,22/01/202603/08/1447,28/01/202609/08/144709:59 AM,28/01/202609/08/144710:00 AM,لا يوجد,10,16/02/202628/08/1447,04/03/202615/09/1447,24/01/202605/08/1447,10,ادارة المشتريات  بلدية ابن شريم,غير مطلوب,داخل المملكةمنطقة الحدود الشماليةرفحاء,مشروع صيانة الطرق داخل بلدية قرية ابن شريم (مرحلة أولى),مقاولات فرعية تخصصية (أنشطة التشييد المتخصصة)- إنشاءات عامة,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=l0QpB3gtavqajzIqweCffQ==,مشروع صيانة وتأهيل حديقة ببلدية ابن شريم,4/2026,260139003297,مشروع صيانة وتأهيل حديقة ببلدي...عرض المزيد...مشروع صيانة وتأهيل حديقة ببلدية ابن شريم,1000.00,معتمدة,9 شهر,لا,منافسة عامة,أمانة منطقة الحدود الشمالية,"50
                           دقائق:2
                           ساعة:3
                           يوم",ملفين منفصلين ( فني ومالي),لا يوجد ضمان,5.00,22/01/202603/08/1447,28/01/202609/08/144709:59 AM,28/01/202609/08/144710:00 AM,لا يوجد,10,16/02/202628/08/1447,04/03/202615/09/1447,24/01/202605/08/1447,5,ادارة المشتريات  بلدية ابن شريم,غير مطلوب,داخل المملكةمنطقة الحدود الشماليةرفحاء,مشروع صيانة وتأهيل حديقة ببلدية ابن شريم,مقاولات فرعية تخصصية (أنشطة التشييد المتخصصة)- إنشاءات عامة,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=AF*@@**bJmgMUTb4U7hlqpQ4Sw==,مشروع صيانة الطرق داخل بلدية قرية ابن شريم (مرحلة الثانية),5/2026,260139003375,مشروع صيانة الطرق داخل بلدية ق...عرض المزيد...مشروع صيانة الطرق داخل بلدية قرية ابن شريم (مرحلة الثانية),1000.00,معتمدة,9 شهر,لا,منافسة عامة,أمانة منطقة الحدود الشمالية,"49
                           دقائق:2
                           ساعة:3
                           يوم",ملفين منفصلين ( فني ومالي),لا يوجد ضمان,5.00,22/01/202603/08/1447,28/01/202609/08/144709:59 AM,28/01/202609/08/144710:00 AM,لا يوجد,10,04/03/202615/09/1447,17/03/202628/09/1447,24/01/202605/08/1447,5,ادارة المشتريات  بلدية ابن شريم,غير مطلوب,داخل المملكةمنطقة الحدود الشماليةرفحاء,مشروع صيانة الطرق داخل بلدية قرية ابن شريم (مرحلة الثانية),مقاولات فرعية تخصصية (أنشطة التشييد المتخصصة)- إنشاءات عامة,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=UnccqrSCnwIRqxNfZOv1Eg==,مشتريات الدمام توريد مستلزمات طبية مستشفى الامام عبدالرحمن بن فيصل بالدمام التابع للشؤون الصحية بوزارة الحرس الوطني    DR219201,DR219201,260139003395,مشتريات الدمام توريد مستلزمات...عرض المزيد...مشتريات الدمام توريد مستلزمات طبية مستشفى الامام عبدالرحمن بن فيصل بالدمام التابع للشؤون الصحية بوزارة الحرس الوطني    DR219201,200.00,مرحلة الترسية,3 شهر,لا,شراء مباشر,الشؤون الصحیة بوزارة الحرس الوطني,إنتهى,ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,13/01/202624/07/1447,15/01/202626/07/144709:59 AM,لا يوجد,15/01/202626/07/144710:00 AM,,15/01/202626/07/1447,16/01/202627/07/1447,12/01/202623/07/1447,10,لا يوجد,غير مطلوب,داخل المملكةالمنطقة الشرقيةالدمام,,الأنشطة الطبية,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=TrRK38DA5tk4hwLe*@@**2OU%20g==,مشروع  إدارة وتشغيل استمرارية الاعمال و مخاطر الالتزام,2876,260139003479,انطلاقاً من حرص المراسم الملكي...عرض المزيد...انطلاقاً من حرص المراسم الملكية على مواكبة التطور ومتابعة تطبيق استراتيجيتها، وتعزيز أنشطتها وتطويرها من خلال أفضل الممارسات المحلية والعالمية المعتمدة والمتوافقة مع الأنظمة والقوانين المعمول بها في المملكة العربية السعودية ذات الصلة بالمخاطر والحوكمة والالتزام، والذي تهدف من خلال تطبيقه إلى استمرارية تطوير منظومة متكاملة تحقق أثر مستدام يساهم في استمرارية تمكين وتطوير قدراتها الفنية والتقنية والبشرية ضمن نطاق العمل المطلوب.,1000.00,معتمدة,24 شهر,لا,منافسة عامة,المراسم الملكية,"49
                           دقائق:2
                           ساعة:18
                           يوم",ملفين منفصلين ( فني ومالي),ضمان إبتدائى,5.00,06/02/202618/08/1447,12/02/202624/08/144709:59 AM,12/02/202624/08/144710:00 AM,لا يوجد,5,12/03/202623/09/1447,29/03/202610/10/1447,22/01/202603/08/1447,3,المراسم الملكية - الرياض,غير مطلوب,داخل المملكةمنطقة الرياضالرياضمنطقة مكة المكرمةجدةمنطقة المدينة المنورةالمدينة المنورة,,الأنشطة الاستشارية الأخرى,لا,,المراسم الملكية المبنى الرئيسي الرياض,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=YArV3hont5FXeoPQIUy2YQ==,توريد وتركيب قطع غيار خاصة ب(UPS)لجهاز الليزر (كوانتل ميد) لمدينة الملك عبد العزيز الطبية بجدة التابعة للشؤون الصحية بوزارة الحرس الوطني,CMJ-SO-JR703892,260139003226,توريد وتركيب قطع غيار خاصة ب(...عرض المزيد...توريد وتركيب قطع غيار خاصة ب(UPS)لجهاز الليزر (كوانتل ميد) لمدينة الملك عبد العزيز الطبية بجدة التابعة للشؤون الصحية بوزارة الحرس الوطني,200.00,معتمدة,30 يوم,لا,شراء مباشر,الشؤون الصحیة بوزارة الحرس الوطني,"49
                           دقائق:2
                           ساعة:2
                           يوم",ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,21/01/202602/08/1447,27/01/202608/08/144710:00 AM,لا يوجد,27/01/202608/08/144710:00 AM,,22/01/202603/08/1447,23/01/202604/08/1447,21/01/202602/08/1447,2,لا يوجد,غير مطلوب,داخل المملكةمنطقة مكة المكرمةجدة,توريد وتركيب قطع غيار خاصة ب(UPS)لجهاز الليزر (كوانتل ميد) لمدينة الملك عبد العزيز الطبية بجدة التابعة للشؤون الصحية بوزارة الحرس الوطني,الأنشطة الطبية,لا,صيانة المـراكـز الطبيــة,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=br7qNPIuH89rMeQdqK0EqQ==,تأمين وتوريد مواد وادوات لمحطات الصرف الصحي,أ/2026/28م,260139002593,تأمين وتوريد مواد وادوات لمحطا...عرض المزيد...تأمين وتوريد مواد وادوات لمحطات الصرف الصحي,1500.00,معتمدة,1 شهر,لا,منافسة عامة,القوات البرية,"48
                           دقائق:2
                           ساعة:10
                           يوم",ملف واحد للعرض الفني والمالي معا,ضمان إبتدائى,5.00,22/01/202603/08/1447,04/02/202616/08/144709:59 AM,04/02/202616/08/144710:00 AM,لا يوجد,5,08/02/202620/08/1447,15/02/202627/08/1447,21/01/202602/08/1447,3,إدارة مدينة الملك فيصل العسكرية بخميس مشيط قسم المشتريات,غير مطلوب,داخل المملكةمنطقة عسيرخميس مشيط,,تجارة مواد البناء والأدوات الكهربائية والصحية,لا,,إدارة مدينة الملك فيصل العسكرية مدير قسم المشتريات,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=vlvd0EnurE4uhKAKKppeog==,تأمين وتوريد ادوات ومواد صحيه لصيانة مواقع خارجية عسكرية,أ/2026/27م,260139002590,تأمين وتوريد ادوات ومواد صحيه...عرض المزيد...تأمين وتوريد ادوات ومواد صحيه لصيانة مواقع خارجية عسكرية,1000.00,معتمدة,15 يوم,لا,منافسة عامة,القوات البرية,"48
                           دقائق:2
                           ساعة:5
                           يوم",ملف واحد للعرض الفني والمالي معا,ضمان إبتدائى,5.00,22/01/202603/08/1447,30/01/202611/08/144709:59 AM,30/01/202611/08/144710:00 AM,لا يوجد,5,01/02/202613/08/1447,02/02/202614/08/1447,23/01/202604/08/1447,3,إدارة مدينة الملك فيصل العسكرية بخميس مشيط قسم المشتريات,غير مطلوب,داخل المملكةمنطقة عسيرخميس مشيط,,تجارة مواد البناء والأدوات الكهربائية والصحية,لا,,منصة اعتماد,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=NugnMN3nJsYtxiNft9THOA==,تأمين وتوريد مواد سباكة لمحطات الصرف الصحي,أ/2026/26م,260139002588,تأمين وتوريد مواد سباكة لمحطات...عرض المزيد...تأمين وتوريد مواد سباكة لمحطات الصرف الصحي,1000.00,معتمدة,15 يوم,لا,منافسة عامة,القوات البرية,"47
                           دقائق:2
                           ساعة:3
                           يوم",ملف واحد للعرض الفني والمالي معا,ضمان إبتدائى,5.00,22/01/202603/08/1447,28/01/202609/08/144709:59 AM,28/01/202609/08/144710:00 AM,لا يوجد,5,29/01/202610/08/1447,01/02/202613/08/1447,23/01/202604/08/1447,3,إدارة مدينة الملك فيصل العسكرية بخميس مشيط قسم المشتريات,غير مطلوب,داخل المملكةمنطقة عسيرخميس مشيط,,تجارة مواد البناء والأدوات الكهربائية والصحية,لا,,منصة اعتماد,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=22kKPTg1KKzTp5xSumShfg==,تأمين وتوريد مبيدات زراعية,أ/2026/21م,260139002568,تأمين وتوريد مبيدات زراعية ......عرض المزيد...تأمين وتوريد مبيدات زراعية ...........................,1000.00,معتمدة,15 يوم,لا,منافسة عامة,القوات البرية,"47
                           دقائق:2
                           ساعة:6
                           يوم",ملف واحد للعرض الفني والمالي معا,ضمان إبتدائى,5.00,22/01/202603/08/1447,31/01/202612/08/144709:59 AM,31/01/202612/08/144710:00 AM,لا يوجد,5,05/02/202617/08/1447,12/02/202624/08/1447,22/01/202603/08/1447,3,إدارة مدينة الملك فيصل العسكرية بخميس مشيط قسم المشتريات,غير مطلوب,داخل المملكةمنطقة عسيرخميس مشيط,,أنشطة زراعية,لا,,إدارة مدينة الملك فيصل العسكرية مدير قسم المشتريات,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=G2JqsWxijUEBa2BAFgfdgg==,توريد بطاريات (لمركز التموين بالاسطول الشرقي),4-060126,260139002620,توريد بطاريات...عرض المزيد...توريد بطاريات,200.00,مرحلة فحص العروض,30 يوم,لا,شراء مباشر,القوات البحرية,إنتهى,ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,13/01/202624/07/1447,15/01/202626/07/144709:59 AM,لا يوجد,15/01/202626/07/144710:00 AM,,14/01/202625/07/1447,15/01/202626/07/1447,12/01/202623/07/1447,3,لا يوجد,غير مطلوب,داخل المملكةالمنطقة الشرقيةالجبيل,,تجارة الأدوات والآلات والأجهزة,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=1CQg2VDO8UvMzIxr%20MJMsQ==,أعمال نزح مياه الصرف الصحي لبعض مباني الدفاع المدني بمنطقة الجوف لمدة (6) أشهر,JF 26 29 0053,260139003152,أعمال نزح مياه الصرف الصحي لب...عرض المزيد...أعمال نزح مياه الصرف الصحي لبعض مباني الدفاع المدني بمنطقة الجوف لمدة (6) أشهر,200.00,تم اعتماد الترسية,6 شهر,لا,شراء مباشر,ادارة الشؤون الفنية المركزية بمنطقة الجوف,إنتهى,ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,16/01/202627/07/1447,18/01/202629/07/144709:59 AM,لا يوجد,18/01/202629/07/144710:00 AM,,18/01/202629/07/1447,19/01/202630/07/1447,12/01/202623/07/1447,2,لا يوجد,قطاع التشغيل والصيانة والخدمات,داخل المملكةمنطقة الجوفابو عجرمقارادومة الجندلصويرزلومسكاكا,أعمال نزح مياه الصرف الصحي لبعض مباني الدفاع المدني بمنطقة الجوف لمدة (6) أشهر,مقاولات الإنشاءات العامة (التشييد و بناء المرافق العامة)- إنشاءات عامةالتشغيل والصيانة والنظافة للمنشآت - التشغيل والصيانة,لا,صيانة المباني,,المبـــاني,,,,,,[شركة المندرة العربية للمقاولات شركة شخص واحد - 23377.20 - مطابق] | [مؤسسة سهم الثانوي للمقاولات العامة - 22770.00 - مطابق],[مؤسسة سهم الثانوي للمقاولات العامة - 22770.00 - 22770.00],
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=enhoJkQc5rXafpzzKBaSkw==,توريد قطع غيار سفن جلالة الملك (لمركز التموين بالاسطول الشرقي),10-200825,260139003161,توريد قطع غيار سفن جلالة الملك...عرض المزيد...توريد قطع غيار سفن جلالة الملك (لمركز التموين بالاسطول الشرقي),200.00,معتمدة,30 يوم,لا,شراء مباشر,القوات البحرية,إنتهى,ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,21/01/202602/08/1447,22/01/202603/08/144710:00 AM,لا يوجد,22/01/202603/08/144710:00 AM,,18/01/202629/07/1447,19/01/202630/07/1447,18/01/202629/07/1447,3,لا يوجد,غير مطلوب,داخل المملكةالمنطقة الشرقيةالجبيل,,تجارة قطع الغيار الجديدة,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=gTAhHwx%20NTpHM7mLKSckYg==,TA توريد بشكل عاجل وفوري لمستشفى القصيم - ELAN 4 ELECTRO MOTOR CABLE F/FOOT CTRL. كايبل متحرك كهربائي,1164,260139002247,توريد الأدوية والمواد والمستلز...عرض المزيد...توريد الأدوية والمواد والمستلزمات الطبية والصناعية لمستشفى الحرس الوطني بالقصيم,مجانا,معتمدة,1 سنة,لا,شراء مباشر,الشؤون الصحیة بوزارة الحرس الوطني,"47
                           دقائق:2
                           ساعة:0
                           يوم",ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,25/01/202606/08/1447,25/01/202606/08/144710:00 AM,لا يوجد,26/01/202607/08/144710:00 AM,,15/01/202626/07/1447,17/01/202628/07/1447,19/01/202630/07/1447,5,لا يوجد,غير مطلوب,داخل المملكةمنطقة القصيمالمليداء,,تجارة مواد البناء والأدوات الكهربائية والصحيةتجارة قطع الغيار الجديدة,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Il7lA2YZ6WF4wMnNynBffg==,توريد قطع الغيار الصيانة لمهمة حج عام 1447,2026/01/30,260139002209,توريد قطع الغيار الصيانة لمهمة...عرض المزيد...توريد قطع الغيار الصيانة لمهمة حج عام 1447,700.00,معتمدة,1 شهر,لا,منافسة عامة,مستشفيات الهدا والأمير سلطان والأمير منصور ومركز التأهيل,"47
                           دقائق:2
                           ساعة:10
                           يوم",ملف واحد للعرض الفني والمالي معا,ضمان إبتدائى,5.00,25/01/202606/08/1447,04/02/202616/08/144710:00 AM,04/02/202616/08/144710:00 AM,لا يوجد,5,24/02/202607/09/1447,29/03/202610/10/1447,21/01/202602/08/1447,5,الطائف - مستشفى الهدا العسكري,غير مطلوب,داخل المملكةمنطقة مكة المكرمةالطائف,,تجارة قطع الغيار الجديدة,لا,,الطائف – مستشفى القوات المسلحة بالهدا – مبنى د – إدارة المشتريات – قسم المنافسات,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=dXA%2048CSma0x9qJQhwXWgw==,تجديد توفير رخصة دليل سانفورد ومساعد حوكمة ادوية المضادات الحيوية مع الدعم مركزيا في مدينة الملك عبدالعزيز الطبية بالرياض ويغطي مدينتين طبيتين وخمسة مستشفيات على نطاق المملكة مقرها كل من الرياض وجدة والدمام والاحساء والمدينة المنورة والطائف والقصيم و مراكز الرعاية الاولية التابعة للشؤون الصحية بوزارة الحرس الوطني,م ش ص/ 184/ 2025,251239009529,تجديد توفير دليل سانفورد وهو م...عرض المزيد...تجديد توفير دليل سانفورد وهو مرجع طبي موثوق للممارسين الصحيين مختص بالأمراض المعدية وادوية المضادات الحيوية المستخدمة لعلاجها مع سهولة الوصول اليه من خلال تطبيق على الهاتف المحمول او صفحة ويب من خلال اجهزة الكمبيوتر المكتبية. بالإضافة الى امكانية تصفح المستندات والمراجع الخاصة بالشؤون الصحة للحرس الوطني الخاصة بالأمراض المعدية والمضادات الحيوية من خلال نفس التطبيق وصفحة الويب المذكورة مما يساعد في تقليل سوء استخدام المضادات الحيوية وتقليل تكلفة الرعاية المقدمة للتأثيرات الجانبية الناتجة من سوء استخدام المضادات الحيوية.,1000.00,معتمدة,1125 يوم,لا,منافسة عامة,الشؤون الصحیة بوزارة الحرس الوطني,"46
                           دقائق:0
                           ساعة:8
                           يوم",ملف واحد للعرض الفني والمالي معا,ضمان إبتدائى,5.00,19/01/202630/07/1447,02/02/202614/08/144708:00 AM,02/02/202614/08/144708:00 AM,لا يوجد,5,26/02/202609/09/1447,01/04/202613/10/1447,15/01/202626/07/1447,5,ادارة المشتريات - المبنى الاداري- بوابة رقم 1,غير مطلوب,داخل المملكةمنطقة الرياضالرياضمنطقة مكة المكرمةجدةالطائفمنطقة المدينة المنورةالمدينة المنورةمنطقة القصيمبريدةالمنطقة الشرقيةالاحساءالدمام,,تقنية المعلومات,لا,,بوابة1 المبنى الاداري القبو ادارة المشتريات,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=1kLKx9bOBtYEfXtvj5fwdQ==,توريد قطع غيار سفن جلالة الملك (مركز التموين بالأسطول الشرقي),1-251225,260139003188,توريد قطع غيار سفن جلالة الملك...عرض المزيد...توريد قطع غيار سفن جلالة الملك,200.00,مرحلة فحص العروض,30 يوم,لا,شراء مباشر,القوات البحرية,إنتهى,ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,13/01/202624/07/1447,15/01/202626/07/144709:59 AM,لا يوجد,15/01/202626/07/144710:00 AM,,17/01/202628/07/1447,18/01/202629/07/1447,12/01/202623/07/1447,3,لا يوجد,غير مطلوب,داخل المملكةالمنطقة الشرقيةالجبيل,,تجارة الأدوات والآلات والأجهزة,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=F*@@**RO%20uA0N43b0HhCu8v5og==,تامين لوحات وبنرات وملصقات للمشاركة في يوم التأسيس 2026,28,260139003399,تامين لوحات وبنرات وملصقات للم...عرض المزيد...تامين لوحات وبنرات وملصقات للمشاركة في يوم التأسيس 2026,200.00,مرحلة فحص العروض,3 يوم,نعم,شراء مباشر,حرس الحدود,إنتهى,ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,20/01/202601/08/1447,22/01/202603/08/144709:59 AM,لا يوجد,22/01/202603/08/144710:00 AM,,03/02/202615/08/1447,04/02/202616/08/1447,12/01/202623/07/1447,9,لا يوجد,غير مطلوب,داخل المملكةمنطقة جازانجازان,,تجارة الكماليات,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=2CpUfy1U7Rgx4RAOUamJvg==,مشروع  توريد وتركيب صناديق الإسعافات الأولية وتعبئتها بشكل مستمر,31281/2026,260139003247,مشروع  توريد وتركيب صناديق الإ...عرض المزيد...مشروع  توريد وتركيب صناديق الإسعافات الأولية وتعبئتها بشكل مستمر,1000.00,معتمدة,1095 يوم,لا,منافسة عامة,وزارة الرياضة,"45
                           دقائق:2
                           ساعة:7
                           يوم",ملف واحد للعرض الفني والمالي معا,ضمان إبتدائى,5.00,28/01/202609/08/1447,01/02/202613/08/144710:00 AM,01/02/202613/08/144710:00 AM,لا يوجد,5,08/02/202620/08/1447,02/03/202613/09/1447,22/01/202603/08/1447,5,وزارة الرياضة الملز شارع الجامعة,غير مطلوب,داخل المملكةمنطقة الرياضالرياضمنطقة مكة المكرمةجدةمنطقة القصيمالرسالمنطقة الشرقيةالقطيفمنطقة تبوكتبوكمنطقة حائلحائل,"الموقع	المدينة
المبنى الرئيسي لوزارة الرياضة الملز	الرياض 
مبنى مكتب سمو الوزير 	الرياض 
المركز الإعلامي– (الرفيعة)	الرياض 
الصالات الرياضية	الرياض 
مبنى القسم النسائي	الرياض 
مكتب وزارة الرياضة 	شقراء
مكتب وزارة الرياضة 
	الزلفي
الموقع	المدينة
مكتب وزارة الرياضة 	الرس
مكتب وزارة الرياضة	الدمام
مكتب الوزير	الطائف 
مكتب وزارة الرياضة + مكتب الوزير 	جدة 
فرع وزارة الرياضة 	المدينة المنورة
فرع وزارة الرياضة 	حائل
مكتب وزارة الرياضة	القطيف
فرع وزارة الرياضة	جازان
مكتب وزارة الرياضة	وادي الدواسر
مكتب وزارة الرياضة	الخرج
فرع وزارة الرياضة	عرعر
فرع وزارة الرياضة	تبوك
فرع وزارة الرياضة	الجوف
مكتب وزارة الرياضة	المجمعة
مكتب وزارة الرياضة	الدوادمي
فرع وزارة الرياضة	القصيم
مكتب وزارة الرياضة	الطائف 
مكتب وزارة الرياضة	مكة المكرمة
مكتب وزارة الرياضة	الأحساء
مكتب وزارة الرياضة	حفر الباطن
فرع وزارة الرياضة	أبها
فرع وزارة الرياضة	نجران
فرع وزارة الرياضة	الباحة",مستودعات الادوية والصيدليات - المستلزمات الطبية,لا,,وزارة الرياضة الملز شارع الجامعة,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=c8snJs3jgfWLD2S8qKkJ0A==,مشروع حوكمة  لتقنية المعلومات,1000000211,260139001832,تطوير إدارة تقنية المعلومات لت...عرض المزيد...تطوير إدارة تقنية المعلومات لتمكينها من أداء دورها الاستراتيجي في دعم توجهات البنك نحو التحول الرقمي، وتعزيز الكفاءة التشغيلية، وتحسين جودة الخدمات التقنية بما يسهم في تحقيق أهداف البنك المستقبلية.,1200.00,معتمدة,1 سنة,لا,منافسة عامة,بنك المنشآت الصغيرة والمتوسطة,"44
                           دقائق:2
                           ساعة:3
                           يوم",ملف واحد للعرض الفني والمالي معا,ضمان إبتدائى,5.00,22/01/202603/08/1447,28/01/202609/08/144709:59 AM,28/01/202609/08/144710:00 AM,لا يوجد,5,01/03/202612/09/1447,17/03/202628/09/1447,22/01/202603/08/1447,3,بنك المنشآت الصغيرة والمتوسطة,غير مطلوب,داخل المملكةمنطقة الرياضالرياض,,تقنية المعلومات,لا,,يقدم الكتروني مع وثائق العرض المالي,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=kp7CI*@@**vN%20lODybsF%20E5K5g==,توريد وتركيب قطع غيار لمحطة التحلية بئر مهولة بقطاع شرورة التابعة لقيادة حرس الحدود بمنطقة نجران,26/5,260139003371,توريد وتركيب قطع غيار لمحطة ال...عرض المزيد...توريد وتركيب قطع غيار لمحطة التحلية بئر مهولة بقطاع شرورة التابعة لقيادة حرس الحدود بمنطقة نجران,200.00,مرحلة فحص العروض,60 يوم,لا,شراء مباشر,حرس الحدود,إنتهى,ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,20/01/202601/08/1447,22/01/202603/08/144709:59 AM,لا يوجد,22/01/202603/08/144710:00 AM,,04/02/202616/08/1447,11/02/202623/08/1447,17/01/202628/07/1447,8,لا يوجد,غير مطلوب,داخل المملكةمنطقة نجرانشرورة,,تجارة قطع الغيار الجديدة,لا,,,,,,,,,,,
https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=7q5OSBZYLukAlHKtbnzxpA==,تنظيم الفعالية الشتوية,1/ش/2026,260139003260,لقاء شتوي ترفيهي واجتماعي لمنس...عرض المزيد...لقاء شتوي ترفيهي واجتماعي لمنسوبي ومنسوبات الجامعة في أحد المنتجعات، بهدف تعزيز الألفة والروح الإيجابية وخلق تجربة تفاعلية تجمع بين الترفيه والأنشطة الخفيفة والضيافة الشتوية.,200.00,مرحلة فحص العروض,3 يوم,لا,شراء مباشر,الجامعة السعودية الالكترونية,إنتهى,ملف واحد للعرض الفني والمالي معا,لا يوجد ضمان,,13/01/202624/07/1447,15/01/202626/07/144709:59 AM,لا يوجد,15/01/202626/07/144710:00 AM,,18/01/202629/07/1447,19/01/202630/07/1447,12/01/202623/07/1447,1,لا يوجد,غير مطلوب,داخل المملكةمنطقة الرياضالرياض,,خدمات النشر والطباعة والدعاية والاعلان والإنتاج الفنيأنشطة المعارض والمؤتمرات,لا,,,,,,,,,,,
